credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,es_moroso,probabilidad_mora,prediccion_mora,fecha_id
CR001347,CL01241,2024-07-11,Microcrédito,1900000,9,0.0392,255000,Web,758,0.1294,Automática,Finalizado,0,0.5306132731574441,1,20240711
CR001348,CL01242,2023-12-18,Microcrédito,1500000,3,0.0407,541000,Aliado,698,0.2245,Automática,Finalizado,0,0.49907442311368166,0,20231218
CR001349,CL01243,2025-06-13,Crédito libre inversión,3050000,9,0.0315,394000,App,856,0.1615,Automática,Mora moderada,1,0.5957210614005851,1,20250613
CR001350,CL01244,2023-04-11,Microcrédito,2250000,3,0.0379,808000,App,748,0.4321,Manual,Mora moderada,1,0.6269842547959279,1,20230411
CR001351,CL01244,2023-06-04,Crédito libre inversión,3600000,12,0.0288,359000,Web,794,0.192,Automática,Mora moderada,1,0.7394411437595831,1,20230604
CR001352,CL01246,2025-11-08,Avance de nómina,700000,6,0.0216,126000,App,820,0.049,Automática,Activo,0,0.27789777965310863,0,20251108
CR001353,CL01246,2024-08-18,Microcrédito,1650000,9,0.0375,219000,App,751,0.0852,Automática,Finalizado,0,0.5836564191625946,1,20240818
CR001354,CL01246,2024-05-27,Microcrédito,3000000,3,0.0352,1071000,App,706,0.4167,Manual,Finalizado,0,0.452250223053054,0,20240527
CR001355,CL01247,2024-04-17,Crédito consumo digital,650000,12,0.0306,66000,App,856,0.0282,Automática,Mora moderada,1,0.5412760607245264,1,20240417
CR001356,CL01249,2023-05-17,Microcrédito,1350000,18,0.0372,104000,App,726,0.0963,Automática,Mora severa,1,0.8500446989487782,1,20230517
CR001357,CL01249,2025-03-23,Crédito libre inversión,650000,12,0.0179,61000,App,744,0.0565,Automática,Finalizado,0,0.5163778044975769,1,20250323
CR001358,CL01250,2026-02-12,Crédito consumo digital,950000,6,0.0253,173000,App,609,0.0896,Manual,Activo,0,0.3650186055516961,0,20260212
CR001359,CL01252,2025-11-11,Microcrédito,1400000,9,0.0376,186000,Web,790,0.0974,Automática,Activo,0,0.5328932590689479,1,20251111
CR001360,CL01252,2025-10-30,Crédito consumo digital,1150000,6,0.0324,214000,App,900,0.112,Automática,Finalizado,0,0.5176591770739,1,20251030
CR001361,CL01253,2024-02-16,Crédito consumo digital,1050000,6,0.0377,199000,Aliado,814,0.0732,Automática,Finalizado,0,0.21475460757372666,0,20240216
CR001362,CL01254,2025-03-24,Microcrédito,2550000,12,0.0286,254000,Web,853,0.0638,Automática,Mora moderada,1,0.37593637164414667,0,20250324
CR001363,CL01256,2023-04-28,Avance de nómina,2200000,6,0.0256,400000,App,849,0.125,Automática,Finalizado,0,0.5043270417384278,1,20230428
CR001364,CL01258,2024-03-17,Avance de nómina,700000,6,0.0269,128000,App,795,0.1,Automática,Finalizado,0,0.6553650554454293,1,20240317
CR001365,CL01259,2025-05-31,Crédito consumo digital,4900000,12,0.0332,502000,Call center,900,0.0864,Automática,Activo,0,0.4578039311248175,0,20250531
CR001366,CL01260,2025-08-05,Crédito libre inversión,2650000,18,0.02,177000,App,900,0.043,Automática,Activo,0,0.3566564336649277,0,20250805
CR001367,CL01260,2026-01-26,Crédito consumo digital,1150000,12,0.037,120000,Aliado,900,0.0291,Automática,Activo,0,0.16582761939029045,0,20260126
CR001368,CL01260,2025-07-25,Crédito libre inversión,10400000,6,0.0309,1926000,App,825,0.4675,Manual,Finalizado,0,0.4580158218027169,0,20250725
CR001369,CL01261,2024-03-10,Crédito consumo digital,1750000,12,0.0297,175000,App,837,0.0745,Automática,Mora severa,1,0.4303048651730186,0,20240310
CR001370,CL01262,2025-08-04,Crédito consumo digital,4750000,6,0.0275,870000,App,900,0.1299,Automática,Finalizado,0,0.22417678173185585,0,20250804
CR001371,CL01262,2025-12-15,Microcrédito,2600000,24,0.0299,153000,Call center,900,0.0228,Automática,Activo,0,0.18782586383096786,0,20251215
CR001372,CL01263,2025-06-16,Crédito consumo digital,2200000,12,0.0345,227000,App,855,0.0692,Automática,Activo,0,0.542452799971514,1,20250616
CR001373,CL01264,2026-01-21,Crédito consumo digital,1000000,9,0.0267,126000,App,816,0.067,Automática,Activo,0,0.3372782348734874,0,20260121
CR001374,CL01266,2025-10-02,Crédito libre inversión,5650000,9,0.0174,684000,Aliado,844,0.2288,Automática,Mora severa,1,0.5271401445387376,1,20251002
CR001375,CL01266,2025-04-07,Crédito consumo digital,1750000,18,0.0353,133000,Call center,845,0.0445,Automática,Activo,0,0.4306436792019447,0,20250407
CR001376,CL01267,2025-12-26,Crédito consumo digital,2950000,18,0.0266,208000,App,865,0.0448,Automática,Activo,0,0.09939571733474341,0,20251226
CR001377,CL01268,2025-12-26,Crédito libre inversión,6350000,18,0.0216,429000,Web,873,0.1292,Automática,Mora moderada,1,0.4235475758831546,0,20251226
CR001378,CL01269,2024-09-07,Crédito consumo digital,400000,12,0.0229,39000,Aliado,749,0.0513,Automática,Finalizado,0,0.69685053826627,1,20240907
CR001379,CL01270,2025-01-08,Crédito consumo digital,3400000,24,0.0311,203000,Aliado,900,0.0505,Automática,Activo,0,0.1976249323744627,0,20250108
CR001380,CL01270,2025-11-18,Crédito consumo digital,2100000,6,0.0296,387000,App,900,0.0963,Automática,Activo,0,0.31614660236447023,0,20251118
CR001381,CL01271,2025-07-14,Microcrédito,4700000,6,0.035,882000,App,900,0.1913,Automática,Finalizado,0,0.2474624077491504,0,20250714
CR001382,CL01272,2024-04-25,Crédito libre inversión,2150000,6,0.0298,397000,Web,737,0.3254,Automática,Mora severa,1,0.6345901873221669,1,20240425
CR001383,CL01273,2025-02-12,Crédito consumo digital,950000,18,0.0201,63000,App,900,0.0227,Automática,Activo,0,0.22907176027883863,0,20250212
CR001384,CL01273,2025-07-13,Crédito consumo digital,2050000,18,0.0348,155000,App,900,0.056,Automática,Activo,0,0.3780974615762051,0,20250713
CR001385,CL01273,2025-12-23,Microcrédito,1600000,18,0.0293,116000,App,767,0.0419,Automática,Activo,0,0.38163327986264745,0,20251223
CR001386,CL01274,2025-10-26,Crédito libre inversión,2950000,3,0.0266,1036000,App,776,0.3754,Manual,Finalizado,0,0.26223017146076055,0,20251026
CR001387,CL01275,2024-02-07,Crédito libre inversión,1800000,9,0.0215,222000,Aliado,866,0.0851,Automática,Finalizado,0,0.31071336358753104,0,20240207
CR001388,CL01275,2024-10-27,Crédito libre inversión,5550000,12,0.0278,550000,Aliado,824,0.2107,Automática,Finalizado,0,0.2554002456999831,0,20241027
CR001389,CL01276,2025-12-17,Microcrédito,2950000,6,0.0291,543000,Call center,832,0.1296,Automática,Activo,0,0.37112524625743043,0,20251217
CR001390,CL01277,2025-07-23,Avance de nómina,300000,3,0.0216,104000,App,758,0.1405,Automática,Mora severa,1,0.5689389253817109,1,20250723
CR001391,CL01279,2025-11-02,Microcrédito,1750000,12,0.0402,187000,Aliado,755,0.1062,Automática,Mora moderada,1,0.6724052858651626,1,20251102
CR001392,CL01280,2026-03-17,Microcrédito,2700000,18,0.0255,189000,App,900,0.0387,Automática,Activo,0,0.25768642587127455,0,20260317
CR001393,CL01282,2025-11-12,Crédito libre inversión,1950000,9,0.0269,247000,Web,574,0.358,Manual,Mora moderada,1,0.7304133923298619,1,20251112
CR001394,CL01283,2026-03-23,Crédito consumo digital,1600000,9,0.0355,211000,Aliado,767,0.1128,Automática,Activo,0,0.30308558168422656,0,20260323
CR001395,CL01283,2025-09-29,Crédito consumo digital,1300000,6,0.0235,235000,App,766,0.1257,Automática,Finalizado,0,0.6012143725134727,1,20250929
CR001396,CL01284,2025-08-01,Crédito consumo digital,4150000,24,0.0237,229000,App,900,0.0631,Automática,Activo,0,0.13573699635280057,0,20250801
CR001397,CL01284,2025-01-18,Crédito libre inversión,7150000,12,0.0257,700000,Call center,890,0.1928,Automática,Finalizado,0,0.12231468463695183,0,20250118
CR001398,CL01285,2025-11-28,Crédito libre inversión,4150000,6,0.033,774000,Aliado,895,0.2037,Automática,Activo,0,0.36556269824573734,0,20251128
CR001399,CL01285,2025-09-22,Avance de nómina,1500000,3,0.0199,520000,App,900,0.1368,Automática,Finalizado,0,0.2152022145641625,0,20250922
CR001400,CL01286,2026-01-08,Crédito libre inversión,1450000,12,0.0265,143000,App,857,0.0556,Automática,Activo,0,0.3932029723493851,0,20260108
CR001401,CL01287,2025-09-14,Crédito consumo digital,1750000,6,0.0331,326000,App,792,0.1567,Automática,Mora moderada,1,0.7077624011130849,1,20250914
CR001402,CL01288,2026-03-13,Crédito consumo digital,1500000,6,0.0298,277000,Aliado,900,0.0949,Automática,Activo,0,0.15988466136183185,0,20260313
CR001403,CL01288,2025-10-05,Crédito consumo digital,2050000,6,0.0361,386000,App,803,0.1322,Automática,Finalizado,0,0.4017804953119896,0,20251005
CR001404,CL01289,2026-01-21,Crédito libre inversión,2700000,3,0.0308,956000,App,646,0.6978,Excepción,Finalizado,0,0.7650481193142332,1,20260121
CR001405,CL01290,2025-08-04,Crédito consumo digital,850000,12,0.0214,81000,Call center,733,0.0455,Automática,Mora severa,1,0.7559433819319047,1,20250804
CR001406,CL01290,2024-09-17,Microcrédito,3000000,18,0.0407,238000,Web,694,0.1337,Automática,Mora moderada,1,0.8410970487585542,1,20240917
CR001407,CL01291,2025-09-23,Avance de nómina,250000,9,0.0234,31000,App,739,0.05,Automática,Activo,0,0.5610920529995269,1,20250923
CR001408,CL01294,2025-05-23,Microcrédito,850000,12,0.025,83000,Aliado,724,0.0585,Automática,Activo,0,0.7141717065825919,1,20250523
CR001409,CL01294,2025-05-31,Avance de nómina,650000,6,0.0223,117000,Web,787,0.0824,Automática,Finalizado,0,0.612352168696492,1,20250531
CR001410,CL01294,2025-10-20,Crédito libre inversión,3700000,9,0.0295,474000,App,751,0.3338,Automática,Mora moderada,1,0.6892882190657525,1,20251020
CR001411,CL01295,2024-12-31,Crédito consumo digital,1600000,12,0.02,151000,App,891,0.0377,Automática,Finalizado,0,0.35171015076443984,0,20241231
CR001412,CL01296,2025-10-25,Crédito consumo digital,2200000,6,0.0361,414000,App,810,0.124,Automática,Finalizado,0,0.43281415819095853,0,20251025
CR001413,CL01297,2025-08-19,Crédito consumo digital,700000,18,0.0259,49000,Web,798,0.0462,Automática,Activo,0,0.5338726514138936,1,20250819
CR001414,CL01299,2025-12-08,Crédito libre inversión,2150000,6,0.0318,399000,App,848,0.1669,Automática,Activo,0,0.5273948253278117,1,20251208
CR001415,CL01300,2025-12-21,Crédito libre inversión,2150000,9,0.0182,261000,Web,760,0.3262,Automática,Mora moderada,1,0.7021005655718429,1,20251221
CR001416,CL01300,2026-03-18,Crédito consumo digital,250000,9,0.0304,32000,Aliado,828,0.04,Automática,Activo,0,0.43898215930610623,0,20260318
CR001417,CL01302,2025-05-15,Avance de nómina,1000000,6,0.0263,182000,Aliado,855,0.0613,Automática,Mora moderada,1,0.49699550777229873,0,20250515
CR001418,CL01303,2025-08-26,Avance de nómina,750000,6,0.0277,137000,Web,755,0.0617,Automática,Mora moderada,1,0.3714279386839343,0,20250826
CR001419,CL01303,2024-01-04,Crédito libre inversión,6250000,6,0.0333,1166000,App,827,0.5252,Manual,Mora moderada,1,0.5538289916997322,1,20240104
CR001420,CL01303,2025-07-05,Crédito consumo digital,1650000,12,0.0308,167000,Web,824,0.0752,Automática,Activo,0,0.25795693107441925,0,20250705
CR001421,CL01304,2025-08-14,Microcrédito,2700000,9,0.0427,368000,Web,721,0.1432,Automática,Mora moderada,1,0.73473026678761,1,20250814
CR001422,CL01306,2025-08-08,Avance de nómina,1450000,12,0.0291,145000,Web,846,0.0363,Automática,Activo,0,0.22025907108575513,0,20250808
CR001423,CL01306,2025-12-09,Crédito consumo digital,2500000,9,0.0355,329000,App,900,0.0825,Automática,Activo,0,0.27582017112166474,0,20251209
CR001424,CL01307,2025-07-02,Crédito consumo digital,500000,6,0.0252,91000,Web,829,0.0548,Automática,Mora moderada,1,0.523840052165738,1,20250702
CR001425,CL01308,2025-09-21,Avance de nómina,2200000,12,0.0251,215000,Aliado,807,0.0551,Automática,Activo,0,0.30062664663611777,0,20250921
CR001426,CL01308,2024-03-24,Crédito libre inversión,4500000,12,0.0236,435000,Aliado,824,0.1115,Automática,Finalizado,0,0.47770288197467864,0,20240324
CR001427,CL01309,2025-07-18,Crédito consumo digital,2350000,9,0.0389,315000,App,805,0.1514,Automática,Finalizado,0,0.33347750870839304,0,20250718
CR001428,CL01310,2026-02-06,Crédito consumo digital,1250000,9,0.0387,167000,App,827,0.0839,Automática,Mora moderada,1,0.7222499360084567,1,20260206
CR001429,CL01311,2026-01-23,Crédito consumo digital,750000,18,0.0253,52000,App,732,0.0473,Automática,Activo,0,0.4069778054931768,0,20260123
CR001430,CL01312,2025-06-25,Crédito consumo digital,950000,9,0.0342,124000,Aliado,831,0.053,Automática,Finalizado,0,0.3690239267588663,0,20250625
CR001431,CL01312,2025-03-20,Crédito consumo digital,750000,18,0.0279,54000,App,900,0.0231,Automática,Mora moderada,1,0.3819534030501414,0,20250320
CR001432,CL01313,2023-06-29,Crédito libre inversión,7100000,9,0.0306,915000,Aliado,757,0.5027,Manual,Mora moderada,1,0.7253575973960159,1,20230629
CR001433,CL01313,2023-05-12,Crédito consumo digital,1200000,6,0.0386,228000,App,799,0.1253,Automática,Finalizado,0,0.42910386300765974,0,20230512
CR001434,CL01313,2024-04-29,Crédito libre inversión,4050000,9,0.0228,503000,App,815,0.2764,Automática,Mora moderada,1,0.5966702614647178,1,20240429
CR001435,CL01314,2023-07-04,Crédito consumo digital,1300000,12,0.0254,127000,Web,893,0.0502,Automática,Finalizado,0,0.5317694194392288,1,20230704
CR001436,CL01314,2023-10-20,Avance de nómina,400000,18,0.0247,28000,Call center,900,0.0111,Automática,Mora severa,1,0.5076390033955076,1,20231020
CR001437,CL01315,2026-02-12,Crédito consumo digital,350000,6,0.0281,64000,App,742,0.0771,Automática,Activo,0,0.44964107152419774,0,20260212
CR001438,CL01316,2025-01-29,Crédito consumo digital,2050000,12,0.0226,197000,Aliado,762,0.0925,Automática,Finalizado,0,0.4641707225507624,0,20250129
CR001439,CL01317,2025-09-18,Crédito consumo digital,5550000,9,0.0338,726000,App,845,0.1429,Automática,Mora moderada,1,0.5060974145345213,1,20250918
CR001440,CL01318,2025-11-06,Microcrédito,2500000,12,0.027,247000,Call center,900,0.0475,Automática,Activo,0,0.16928057858431605,0,20251106
CR001441,CL01318,2026-01-06,Microcrédito,4100000,9,0.0385,548000,App,900,0.1054,Automática,Activo,0,0.18415008446737996,0,20260106
CR001442,CL01319,2025-06-22,Crédito consumo digital,1000000,6,0.0229,180000,Aliado,842,0.07,Automática,Finalizado,0,0.44950486331603234,0,20250622
CR001443,CL01319,2025-11-05,Crédito libre inversión,3400000,9,0.0253,427000,Call center,818,0.1661,Automática,Activo,0,0.4903815424600527,0,20251105
CR001444,CL01320,2025-03-29,Microcrédito,3250000,6,0.0363,612000,Aliado,847,0.1394,Automática,Finalizado,0,0.29314193176135545,0,20250329
CR001445,CL01320,2024-09-13,Microcrédito,3100000,6,0.036,584000,Aliado,879,0.133,Automática,Finalizado,0,0.3485267610146678,0,20240913
CR001446,CL01320,2024-01-10,Microcrédito,2600000,6,0.0279,477000,App,846,0.1087,Automática,Finalizado,0,0.4495847526681903,0,20240110
CR001447,CL01321,2025-09-24,Crédito libre inversión,5900000,18,0.0184,388000,Aliado,869,0.1687,Automática,Mora severa,1,0.776441520407082,1,20250924
CR001448,CL01322,2025-06-21,Crédito libre inversión,2900000,3,0.0292,1024000,Call center,795,0.3122,Automática,Finalizado,0,0.4138168741899845,0,20250621
CR001449,CL01323,2025-08-25,Microcrédito,2300000,6,0.0402,439000,Aliado,787,0.1852,Automática,Finalizado,0,0.510802781776341,1,20250825
CR001450,CL01325,2024-06-30,Microcrédito,2150000,12,0.0312,218000,Web,725,0.109,Automática,Finalizado,0,0.7150615359572625,1,20240630
CR001451,CL01326,2024-06-04,Crédito consumo digital,600000,12,0.0302,60000,App,551,0.0349,Manual,Mora moderada,1,0.6426809744651654,1,20240604
CR001452,CL01327,2026-01-13,Microcrédito,2300000,24,0.0396,150000,Aliado,900,0.0338,Automática,Activo,0,0.1144691370068052,0,20260113
CR001453,CL01327,2025-11-15,Avance de nómina,1650000,12,0.0245,160000,Call center,860,0.036,Automática,Activo,0,0.15004348706222173,0,20251115
CR001454,CL01328,2025-12-14,Crédito consumo digital,700000,9,0.0378,93000,App,842,0.0592,Automática,Activo,0,0.3617267771054254,0,20251214
CR001455,CL01328,2025-10-03,Crédito libre inversión,2450000,12,0.0265,241000,Aliado,759,0.1535,Automática,Mora moderada,1,0.6152364640921739,1,20251003
CR001456,CL01328,2025-02-12,Microcrédito,2500000,6,0.0278,458000,Web,834,0.2917,Automática,Mora moderada,1,0.6883990304707648,1,20250212
CR001457,CL01329,2025-05-31,Microcrédito,1450000,6,0.0385,275000,Aliado,900,0.1355,Automática,Finalizado,0,0.4843587743155251,0,20250531
CR001458,CL01329,2026-02-13,Crédito consumo digital,600000,9,0.0288,77000,App,846,0.0379,Automática,Activo,0,0.2188575999080549,0,20260213
CR001459,CL01330,2024-03-28,Crédito consumo digital,1350000,24,0.0277,78000,App,835,0.0316,Automática,Finalizado,0,0.5182607209749618,1,20240328
CR001460,CL01331,2023-06-04,Crédito libre inversión,4500000,12,0.0271,444000,App,844,0.1428,Automática,Finalizado,0,0.38131170314521384,0,20230604
CR001461,CL01332,2025-05-16,Microcrédito,2350000,12,0.0422,254000,App,900,0.0966,Automática,Activo,0,0.29414310776259184,0,20250516
CR001462,CL01333,2025-12-28,Crédito consumo digital,1850000,3,0.0289,653000,App,867,0.1458,Automática,Finalizado,0,0.18706858350156294,0,20251228
CR001463,CL01334,2026-03-06,Crédito consumo digital,2250000,9,0.0319,292000,Aliado,866,0.0973,Automática,Activo,0,0.3978846761498603,0,20260306
CR001464,CL01335,2025-10-06,Crédito libre inversión,450000,18,0.0321,33000,App,687,0.055,Automática,Activo,0,0.574399628450966,1,20251006
CR001465,CL01336,2024-06-26,Avance de nómina,250000,12,0.0286,25000,Aliado,852,0.0234,Automática,Mora severa,1,0.789735390108034,1,20240626
CR001466,CL01336,2024-04-19,Crédito consumo digital,250000,24,0.0336,15000,App,799,0.014,Automática,Mora moderada,1,0.8027547500720792,1,20240419
CR001467,CL01337,2025-12-02,Crédito libre inversión,7700000,6,0.0227,1387000,App,863,0.352,Manual,Activo,0,0.48099068026391345,0,20251202
CR001468,CL01338,2023-09-01,Crédito consumo digital,2100000,24,0.0249,117000,App,686,0.0557,Automática,Mora severa,1,0.648786020037197,1,20230901
CR001469,CL01339,2023-07-11,Avance de nómina,600000,12,0.0183,56000,App,846,0.0218,Automática,Mora moderada,1,0.5062668984164341,1,20230711
CR001470,CL01340,2024-12-12,Crédito libre inversión,5950000,6,0.032,1106000,App,780,0.5317,Manual,Mora moderada,1,0.6663455630501929,1,20241212
CR001471,CL01341,2025-08-30,Crédito libre inversión,6350000,3,0.0311,2250000,App,830,0.5952,Excepción,Mora severa,1,0.7312846072565886,1,20250830
CR001472,CL01342,2025-10-17,Microcrédito,5000000,12,0.0366,522000,Call center,858,0.1491,Automática,Activo,0,0.1991935098780707,0,20251017
CR001473,CL01342,2025-03-14,Crédito consumo digital,1250000,6,0.0341,234000,App,820,0.0669,Automática,Finalizado,0,0.10139104268839962,0,20250314
CR001474,CL01343,2026-02-01,Crédito consumo digital,1800000,9,0.0342,236000,Call center,897,0.0992,Automática,Activo,0,0.19262983433936356,0,20260201
CR001475,CL01344,2024-08-11,Crédito consumo digital,1250000,3,0.0313,443000,Web,807,0.1765,Automática,Finalizado,0,0.3716246769740999,0,20240811
CR001476,CL01345,2025-06-01,Crédito libre inversión,2150000,9,0.0291,275000,App,818,0.1239,Automática,Mora moderada,1,0.6371134001832801,1,20250601
CR001477,CL01346,2024-11-27,Crédito libre inversión,750000,9,0.0172,91000,Aliado,798,0.0901,Automática,Mora moderada,1,0.7139495868774409,1,20241127
