credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,es_moroso,fecha_registro,departamento,ciudad,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,canal_adquisicion,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,email_hash,antiguedad_cliente_dias,mes_desembolso,dia_semana_desembolso,prev_evento_actualizacion_datos,prev_evento_consulta_saldo,prev_evento_login,prev_evento_pago_exitoso,prev_evento_pago_fallido,prev_evento_pago_iniciado,prev_evento_simulacion_credito,prev_evento_solicitud_soporte,prev_evento_sesion_seg_tot,prev_evento_sesion_seg_avg,probabilidad_mora,prediccion_mora,ingreso_mensual_bi,flag_ingreso
CR001333,CL01230,2024-09-22,Microcrédito,5300000,6,0.0265,967000,Call center,779,0.3996,Manual,Mora moderada,1,2023-05-11,Valle del Cauca,Cali,58,F,2,Sin información,Empleado,2420000.0,Campaña digital,592.0,False,0,Android,hash_652845,500,9,6,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1109.0,138.625,0.5711350940328052,1,2420000.0,normal
CR001334,CL01230,2023-10-01,Crédito libre inversión,5400000,24,0.0202,286000,Aliado,897,0.1182,Automática,Mora moderada,1,2023-05-11,Valle del Cauca,Cali,58,F,2,Sin información,Empleado,2420000.0,Campaña digital,592.0,False,0,Android,hash_652845,143,10,6,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,646.0,129.2,0.5052468244275691,1,2420000.0,normal
CR001335,CL01233,2024-11-14,Crédito consumo digital,1150000,24,0.0351,72000,App,900,0.0321,Automática,Activo,0,2024-10-23,Santander,Bucaramanga,75,F,3,Bachiller,Empleado,2240000.0,Campaña digital,705.0,True,0,iOS,hash_409169,22,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22346971993912756,0,2240000.0,normal
CR001336,CL01234,2025-04-12,Crédito consumo digital,2350000,6,0.032,437000,App,783,0.1917,Automática,Finalizado,0,2025-01-19,Bogotá D.C.,Bogotá,62,M,1,Bachiller,Microempresario,2280000.0,Aliado comercial,598.0,False,0,Web,hash_814129,83,4,5,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,837.0,279.0,0.4266322138742425,0,2280000.0,normal
CR001337,CL01234,2025-12-13,Crédito consumo digital,1850000,24,0.0384,119000,Aliado,850,0.0522,Automática,Activo,0,2025-01-19,Bogotá D.C.,Bogotá,62,M,1,Bachiller,Microempresario,2280000.0,Aliado comercial,598.0,False,0,Web,hash_814129,328,12,5,0.0,1.0,7.0,3.0,0.0,4.0,0.0,0.0,3196.0,213.06666666666666,0.33761914395834164,0,2280000.0,normal
CR001338,CL01235,2025-01-18,Crédito libre inversión,2600000,3,0.0307,920000,Aliado,852,0.3206,Automática,Finalizado,0,2024-06-17,Santander,Bucaramanga,28,M,3,Universitario,Empleado,2870000.0,Referido,635.0,False,3,Android,hash_940777,215,1,5,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,610.0,122.0,0.40903201238451076,0,2870000.0,normal
CR001339,CL01235,2026-02-11,Crédito consumo digital,2200000,6,0.037,416000,Call center,817,0.1449,Automática,Activo,0,2024-06-17,Santander,Bucaramanga,28,M,3,Universitario,Empleado,2870000.0,Referido,635.0,False,3,Android,hash_940777,604,2,2,0.0,3.0,5.0,0.0,0.0,3.0,1.0,0.0,1381.0,115.08333333333333,0.2725699353665882,0,2870000.0,normal
CR001340,CL01236,2025-05-22,Crédito consumo digital,550000,9,0.0214,68000,App,698,0.1046,Automática,Mora severa,1,2024-05-24,Bogotá D.C.,Bogotá,52,M,3,Técnico/Tecnólogo,Estudiante,650000.0,App orgánico,586.0,False,1,Android,hash_721436,363,5,3,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,571.0,95.16666666666667,0.5176497468543811,1,650000.0,normal
CR001341,CL01237,2025-07-12,Crédito consumo digital,2150000,6,0.0266,392000,App,900,0.1037,Automática,Finalizado,0,2025-12-10,Valle del Cauca,Cali,53,F,3,Técnico/Tecnólogo,Empleado,3780000.0,Campaña digital,703.0,True,2,Android,hash_590226,-151,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24468501113151556,0,3780000.0,normal
CR001342,CL01237,2025-08-02,Microcrédito,3600000,6,0.0409,689000,App,889,0.1823,Automática,Finalizado,0,2025-12-10,Valle del Cauca,Cali,53,F,3,Técnico/Tecnólogo,Empleado,3780000.0,Campaña digital,703.0,True,2,Android,hash_590226,-130,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052749047129485,0,3780000.0,normal
CR001343,CL01238,2025-04-30,Crédito consumo digital,1600000,6,0.0215,287000,App,900,0.0744,Automática,Finalizado,0,2024-03-29,Valle del Cauca,Cali,30,M,4,Técnico/Tecnólogo,Empleado,3860000.0,Campaña digital,649.0,False,0,Android,hash_172928,397,4,2,1.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,1785.0,198.33333333333334,0.2337038704402748,0,3860000.0,normal
CR001344,CL01239,2025-09-21,Crédito consumo digital,950000,6,0.024,172000,Web,900,0.0669,Automática,Finalizado,0,2025-06-27,Valle del Cauca,Cali,42,F,3,Bachiller,Empleado,2570000.0,Aliado comercial,652.0,False,2,iOS,hash_484562,86,9,6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,398.0,199.0,0.26037195304147515,0,2570000.0,normal
CR001345,CL01240,2025-10-28,Microcrédito,2700000,3,0.0369,967000,App,782,0.3719,Manual,Mora moderada,0,2025-12-20,Antioquia,Medellín,52,No informa,1,Bachiller,Comerciante,2600000.0,Campaña digital,576.0,False,1,Web,hash_150375,-53,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5476814066781018,1,2600000.0,normal
CR001346,CL01240,2025-09-07,Crédito consumo digital,1050000,9,0.0379,140000,App,825,0.0538,Automática,Mora moderada,1,2025-12-20,Antioquia,Medellín,52,No informa,1,Bachiller,Comerciante,2600000.0,Campaña digital,576.0,False,1,Web,hash_150375,-104,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5409817564072277,1,2600000.0,normal
CR001347,CL01241,2024-07-11,Microcrédito,1900000,9,0.0392,255000,Web,758,0.1294,Automática,Finalizado,0,2023-05-13,Bogotá D.C.,Bogotá,32,F,3,Posgrado,Comerciante,1970000.0,Referido,565.0,False,2,iOS,hash_492445,425,7,3,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,853.0,121.85714285714286,0.5306132731574441,1,1970000.0,normal
CR001348,CL01242,2023-12-18,Microcrédito,1500000,3,0.0407,541000,Aliado,698,0.2245,Automática,Finalizado,0,2023-07-07,Antioquia,Medellín,34,M,1,Bachiller,Empleado,2410000.0,Campaña digital,474.0,False,1,iOS,hash_355223,164,12,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0,87.0,0.49907442311368166,0,2410000.0,normal
CR001349,CL01243,2025-06-13,Crédito libre inversión,3050000,9,0.0315,394000,App,856,0.1615,Automática,Mora moderada,1,2025-05-19,Bolívar,Cartagena,30,F,1,Bachiller,Empleado,2440000.0,Referido,561.0,False,0,Web,hash_529318,25,6,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,231.0,231.0,0.5957210614005851,1,2440000.0,normal
CR001350,CL01244,2023-04-11,Microcrédito,2250000,3,0.0379,808000,App,748,0.4321,Manual,Mora moderada,1,2023-03-05,Bogotá D.C.,Bogotá,26,M,1,Posgrado,Independiente,1870000.0,Aliado comercial,564.0,False,3,Android,hash_174992,37,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6269842547959279,1,1870000.0,normal
CR001351,CL01244,2023-06-04,Crédito libre inversión,3600000,12,0.0288,359000,Web,794,0.192,Automática,Mora moderada,1,2023-03-05,Bogotá D.C.,Bogotá,26,M,1,Posgrado,Independiente,1870000.0,Aliado comercial,564.0,False,3,Android,hash_174992,91,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7394411437595831,1,1870000.0,normal
CR001352,CL01246,2025-11-08,Avance de nómina,700000,6,0.0216,126000,App,820,0.049,Automática,Activo,0,2024-04-21,Bogotá D.C.,Bogotá,24,M,2,Sin información,Empleado,2570000.0,App orgánico,526.0,True,4,Android,hash_938915,566,11,5,0.0,4.0,6.0,1.0,0.0,0.0,1.0,3.0,1718.0,114.53333333333333,0.27789777965310863,0,2570000.0,normal
CR001353,CL01246,2024-08-18,Microcrédito,1650000,9,0.0375,219000,App,751,0.0852,Automática,Finalizado,0,2024-04-21,Bogotá D.C.,Bogotá,24,M,2,Sin información,Empleado,2570000.0,App orgánico,526.0,True,4,Android,hash_938915,119,8,6,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,588.0,117.6,0.5836564191625946,1,2570000.0,normal
CR001354,CL01246,2024-05-27,Microcrédito,3000000,3,0.0352,1071000,App,706,0.4167,Manual,Finalizado,0,2024-04-21,Bogotá D.C.,Bogotá,24,M,2,Sin información,Empleado,2570000.0,App orgánico,526.0,True,4,Android,hash_938915,36,5,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,64.0,32.0,0.452250223053054,0,2570000.0,normal
CR001355,CL01247,2024-04-17,Crédito consumo digital,650000,12,0.0306,66000,App,856,0.0282,Automática,Mora moderada,1,2023-06-11,Atlántico,Barranquilla,36,M,1,Universitario,Empleado,2340000.0,Referido,596.0,True,2,Android,hash_656000,311,4,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,504.0,252.0,0.5412760607245264,1,2340000.0,normal
CR001356,CL01249,2023-05-17,Microcrédito,1350000,18,0.0372,104000,App,726,0.0963,Automática,Mora severa,1,2023-02-23,Bogotá D.C.,Bogotá,38,M,5,Bachiller,Desempleado,1080000.0,App orgánico,544.0,True,0,Android,hash_459348,83,5,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,122.0,122.0,0.8500446989487782,1,1080000.0,normal
CR001357,CL01249,2025-03-23,Crédito libre inversión,650000,12,0.0179,61000,App,744,0.0565,Automática,Finalizado,0,2023-02-23,Bogotá D.C.,Bogotá,38,M,5,Bachiller,Desempleado,1080000.0,App orgánico,544.0,True,0,Android,hash_459348,759,3,6,0.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,1156.0,144.5,0.5163778044975769,1,1080000.0,normal
CR001358,CL01250,2026-02-12,Crédito consumo digital,950000,6,0.0253,173000,App,609,0.0896,Manual,Activo,0,2025-11-02,Antioquia,Medellín,20,F,2,Técnico/Tecnólogo,Empleado,1930000.0,Referido,588.0,False,2,Web,hash_951787,102,2,3,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,516.0,129.0,0.3650186055516961,0,1930000.0,normal
CR001359,CL01252,2025-11-11,Microcrédito,1400000,9,0.0376,186000,Web,790,0.0974,Automática,Activo,0,2025-03-27,Norte de Santander,Cúcuta,44,M,2,Técnico/Tecnólogo,Empleado,1910000.0,Referido,514.0,False,1,Web,hash_289939,229,11,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,379.0,94.75,0.5328932590689479,1,1910000.0,normal
CR001360,CL01252,2025-10-30,Crédito consumo digital,1150000,6,0.0324,214000,App,900,0.112,Automática,Finalizado,0,2025-03-27,Norte de Santander,Cúcuta,44,M,2,Técnico/Tecnólogo,Empleado,1910000.0,Referido,514.0,False,1,Web,hash_289939,217,10,3,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,321.0,107.0,0.5176591770739,1,1910000.0,normal
CR001361,CL01253,2024-02-16,Crédito consumo digital,1050000,6,0.0377,199000,Aliado,814,0.0732,Automática,Finalizado,0,2023-09-29,Valle del Cauca,Cali,19,F,2,Universitario,Empleado,2720000.0,Campaña digital,685.0,False,2,iOS,hash_826844,140,2,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,252.0,126.0,0.21475460757372666,0,2720000.0,normal
CR001362,CL01254,2025-03-24,Microcrédito,2550000,12,0.0286,254000,Web,853,0.0638,Automática,Mora moderada,1,2023-08-31,Valle del Cauca,Cali,40,F,2,Universitario,Microempresario,3980000.0,Aliado comercial,644.0,False,3,Android,hash_334891,571,3,0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,819.0,117.0,0.37593637164414667,0,3980000.0,normal
CR001363,CL01256,2023-04-28,Avance de nómina,2200000,6,0.0256,400000,App,849,0.125,Automática,Finalizado,0,2023-04-04,Antioquia,Medellín,24,F,3,Bachiller,Conductor/Repartidor,3200000.0,App orgánico,580.0,True,2,Android,hash_292848,24,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5043270417384278,1,3200000.0,normal
CR001364,CL01258,2024-03-17,Avance de nómina,700000,6,0.0269,128000,App,795,0.1,Automática,Finalizado,0,2023-08-02,Bolívar,Cartagena,40,M,3,Bachiller,Independiente,1280000.0,Aliado comercial,517.0,False,3,iOS,hash_585089,228,3,6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,386.0,193.0,0.6553650554454293,1,1280000.0,normal
CR001365,CL01259,2025-05-31,Crédito consumo digital,4900000,12,0.0332,502000,Call center,900,0.0864,Automática,Activo,0,2024-08-13,Bogotá D.C.,Bogotá,29,M,3,Bachiller,Conductor/Repartidor,5810000.0,Campaña digital,707.0,False,0,Android,hash_670845,291,5,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,323.0,0.4578039311248175,0,5810000.0,normal
CR001366,CL01260,2025-08-05,Crédito libre inversión,2650000,18,0.02,177000,App,900,0.043,Automática,Activo,0,2025-08-19,Valle del Cauca,Cali,35,M,4,Sin información,Comerciante,4120000.0,Referido,694.0,False,0,iOS,hash_821180,-14,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3566564336649277,0,4120000.0,normal
CR001367,CL01260,2026-01-26,Crédito consumo digital,1150000,12,0.037,120000,Aliado,900,0.0291,Automática,Activo,0,2025-08-19,Valle del Cauca,Cali,35,M,4,Sin información,Comerciante,4120000.0,Referido,694.0,False,0,iOS,hash_821180,160,1,0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,1959.0,178.0909090909091,0.16582761939029045,0,4120000.0,normal
CR001368,CL01260,2025-07-25,Crédito libre inversión,10400000,6,0.0309,1926000,App,825,0.4675,Manual,Finalizado,0,2025-08-19,Valle del Cauca,Cali,35,M,4,Sin información,Comerciante,4120000.0,Referido,694.0,False,0,iOS,hash_821180,-25,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4580158218027169,0,4120000.0,normal
CR001369,CL01261,2024-03-10,Crédito consumo digital,1750000,12,0.0297,175000,App,837,0.0745,Automática,Mora severa,1,2023-09-26,Antioquia,Medellín,42,F,3,Técnico/Tecnólogo,Microempresario,2350000.0,App orgánico,536.0,False,3,iOS,hash_151940,166,3,6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,651.0,217.0,0.4303048651730186,0,2350000.0,normal
CR001370,CL01262,2025-08-04,Crédito consumo digital,4750000,6,0.0275,870000,App,900,0.1299,Automática,Finalizado,0,2024-09-11,Antioquia,Medellín,37,F,5,Técnico/Tecnólogo,Empleado,6700000.0,Campaña digital,806.0,False,1,Android,hash_228491,327,8,0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,1189.0,132.11111111111111,0.22417678173185585,0,6700000.0,normal
CR001371,CL01262,2025-12-15,Microcrédito,2600000,24,0.0299,153000,Call center,900,0.0228,Automática,Activo,0,2024-09-11,Antioquia,Medellín,37,F,5,Técnico/Tecnólogo,Empleado,6700000.0,Campaña digital,806.0,False,1,Android,hash_228491,460,12,0,1.0,1.0,5.0,3.0,0.0,2.0,0.0,3.0,2317.0,154.46666666666667,0.18782586383096786,0,6700000.0,normal
CR001372,CL01263,2025-06-16,Crédito consumo digital,2200000,12,0.0345,227000,App,855,0.0692,Automática,Activo,0,2023-09-12,Cundinamarca,Soacha,41,No informa,4,Sin información,Conductor/Repartidor,3280000.0,Aliado comercial,539.0,True,4,Android,hash_553192,643,6,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,697.0,232.33333333333334,0.542452799971514,1,3280000.0,normal
CR001373,CL01264,2026-01-21,Crédito consumo digital,1000000,9,0.0267,126000,App,816,0.067,Automática,Activo,0,2024-08-18,Bolívar,Cartagena,27,F,1,Bachiller,Empleado,1880000.0,Campaña digital,617.0,False,1,Android,hash_412279,521,1,2,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,397.0,99.25,0.3372782348734874,0,1880000.0,normal
CR001374,CL01266,2025-10-02,Crédito libre inversión,5650000,9,0.0174,684000,Aliado,844,0.2288,Automática,Mora severa,1,2024-07-25,Antioquia,Medellín,22,M,2,Universitario,Empleado,2990000.0,App orgánico,500.0,False,2,iOS,hash_698685,434,10,3,0.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,1984.0,180.36363636363637,0.5271401445387376,1,2990000.0,normal
CR001375,CL01266,2025-04-07,Crédito consumo digital,1750000,18,0.0353,133000,Call center,845,0.0445,Automática,Activo,0,2024-07-25,Antioquia,Medellín,22,M,2,Universitario,Empleado,2990000.0,App orgánico,500.0,False,2,iOS,hash_698685,256,4,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,766.0,127.66666666666667,0.4306436792019447,0,2990000.0,normal
CR001376,CL01267,2025-12-26,Crédito consumo digital,2950000,18,0.0266,208000,App,865,0.0448,Automática,Activo,0,2024-06-13,Cundinamarca,Soacha,35,M,5,Bachiller,Microempresario,4640000.0,Campaña digital,637.0,False,1,Android,hash_642086,561,12,4,0.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,1603.0,160.3,0.09939571733474341,0,4640000.0,normal
CR001377,CL01268,2025-12-26,Crédito libre inversión,6350000,18,0.0216,429000,Web,873,0.1292,Automática,Mora moderada,1,2024-03-31,Bolívar,Cartagena,27,M,2,Sin información,Independiente,3320000.0,Aliado comercial,599.0,False,0,iOS,hash_714505,635,12,4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1320.0,188.57142857142858,0.4235475758831546,0,3320000.0,normal
CR001378,CL01269,2024-09-07,Crédito consumo digital,400000,12,0.0229,39000,Aliado,749,0.0513,Automática,Finalizado,0,2023-08-02,Caldas,Manizales,29,F,3,Universitario,Desempleado,760000.0,App orgánico,505.0,False,1,Android,hash_301168,402,9,5,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1044.0,208.8,0.69685053826627,1,760000.0,normal
CR001379,CL01270,2025-01-08,Crédito consumo digital,3400000,24,0.0311,203000,Aliado,900,0.0505,Automática,Activo,0,2024-01-31,Bogotá D.C.,Bogotá,48,M,3,Técnico/Tecnólogo,Microempresario,4020000.0,Campaña digital,704.0,False,2,iOS,hash_132894,343,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.1976249323744627,0,4020000.0,normal
CR001380,CL01270,2025-11-18,Crédito consumo digital,2100000,6,0.0296,387000,App,900,0.0963,Automática,Activo,0,2024-01-31,Bogotá D.C.,Bogotá,48,M,3,Técnico/Tecnólogo,Microempresario,4020000.0,Campaña digital,704.0,False,2,iOS,hash_132894,657,11,1,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,810.0,162.0,0.31614660236447023,0,4020000.0,normal
CR001381,CL01271,2025-07-14,Microcrédito,4700000,6,0.035,882000,App,900,0.1913,Automática,Finalizado,0,2023-01-29,Bogotá D.C.,Bogotá,47,M,2,Sin información,Comerciante,4610000.0,Aliado comercial,704.0,True,2,Android,hash_846958,897,7,0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1290.0,215.0,0.2474624077491504,0,4610000.0,normal
CR001382,CL01272,2024-04-25,Crédito libre inversión,2150000,6,0.0298,397000,Web,737,0.3254,Automática,Mora severa,1,2023-04-17,Bolívar,Cartagena,42,F,2,Técnico/Tecnólogo,Estudiante,1220000.0,App orgánico,540.0,True,2,iOS,hash_261754,374,4,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,574.0,143.5,0.6345901873221669,1,1220000.0,normal
CR001383,CL01273,2025-02-12,Crédito consumo digital,950000,18,0.0201,63000,App,900,0.0227,Automática,Activo,0,2024-01-04,Bogotá D.C.,Bogotá,25,F,2,Bachiller,Conductor/Repartidor,2770000.0,Campaña digital,580.0,True,2,Android,hash_125294,405,2,2,0.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,1293.0,129.3,0.22907176027883863,0,2770000.0,normal
CR001384,CL01273,2025-07-13,Crédito consumo digital,2050000,18,0.0348,155000,App,900,0.056,Automática,Activo,0,2024-01-04,Bogotá D.C.,Bogotá,25,F,2,Bachiller,Conductor/Repartidor,2770000.0,Campaña digital,580.0,True,2,Android,hash_125294,556,7,6,0.0,3.0,7.0,1.0,0.0,2.0,0.0,2.0,2433.0,162.2,0.3780974615762051,0,2770000.0,normal
CR001385,CL01273,2025-12-23,Microcrédito,1600000,18,0.0293,116000,App,767,0.0419,Automática,Activo,0,2024-01-04,Bogotá D.C.,Bogotá,25,F,2,Bachiller,Conductor/Repartidor,2770000.0,Campaña digital,580.0,True,2,Android,hash_125294,719,12,1,0.0,3.0,8.0,1.0,0.0,3.0,0.0,2.0,2713.0,159.58823529411765,0.38163327986264745,0,2770000.0,normal
CR001386,CL01274,2025-10-26,Crédito libre inversión,2950000,3,0.0266,1036000,App,776,0.3754,Manual,Finalizado,0,2025-01-13,Norte de Santander,Cúcuta,33,F,4,Técnico/Tecnólogo,Independiente,2760000.0,Aliado comercial,663.0,False,3,iOS,hash_891815,286,10,6,0.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,1462.0,132.9090909090909,0.26223017146076055,0,2760000.0,normal
CR001387,CL01275,2024-02-07,Crédito libre inversión,1800000,9,0.0215,222000,Aliado,866,0.0851,Automática,Finalizado,0,2023-03-07,Caldas,Manizales,48,M,4,Bachiller,Comerciante,2610000.0,Campaña digital,697.0,True,1,Android,hash_864510,337,2,2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,761.0,253.66666666666666,0.31071336358753104,0,2610000.0,normal
CR001388,CL01275,2024-10-27,Crédito libre inversión,5550000,12,0.0278,550000,Aliado,824,0.2107,Automática,Finalizado,0,2023-03-07,Caldas,Manizales,48,M,4,Bachiller,Comerciante,2610000.0,Campaña digital,697.0,True,1,Android,hash_864510,600,10,6,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1422.0,237.0,0.2554002456999831,0,2610000.0,normal
CR001389,CL01276,2025-12-17,Microcrédito,2950000,6,0.0291,543000,Call center,832,0.1296,Automática,Activo,0,2025-07-02,Bogotá D.C.,Bogotá,37,F,3,Bachiller,Empleado,4190000.0,App orgánico,551.0,False,3,Web,hash_718644,168,12,2,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1359.0,169.875,0.37112524625743043,0,4190000.0,normal
CR001390,CL01277,2025-07-23,Avance de nómina,300000,3,0.0216,104000,App,758,0.1405,Automática,Mora severa,1,2024-01-07,Santander,Bucaramanga,59,M,3,Bachiller,Pensionado,740000.0,Referido,545.0,False,4,Web,hash_518494,563,7,2,1.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1346.0,168.25,0.5689389253817109,1,740000.0,normal
CR001391,CL01279,2025-11-02,Microcrédito,1750000,12,0.0402,187000,Aliado,755,0.1062,Automática,Mora moderada,1,2025-09-09,Antioquia,Medellín,38,M,3,Técnico/Tecnólogo,Pensionado,1760000.0,Referido,521.0,False,0,Android,hash_101076,54,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6724052858651626,1,1760000.0,normal
CR001392,CL01280,2026-03-17,Microcrédito,2700000,18,0.0255,189000,App,900,0.0387,Automática,Activo,0,2025-07-22,Cundinamarca,Soacha,33,M,3,Posgrado,Empleado,4880000.0,Campaña digital,609.0,False,0,Android,hash_637636,238,3,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,606.0,121.2,0.25768642587127455,0,4880000.0,normal
CR001393,CL01282,2025-11-12,Crédito libre inversión,1950000,9,0.0269,247000,Web,574,0.358,Manual,Mora moderada,1,2024-02-01,Santander,Bucaramanga,34,M,2,Sin información,Desempleado,690000.0,Aliado comercial,397.0,False,1,Android,hash_671097,650,11,2,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,981.0,163.5,0.7304133923298619,1,690000.0,normal
CR001394,CL01283,2026-03-23,Crédito consumo digital,1600000,9,0.0355,211000,Aliado,767,0.1128,Automática,Activo,0,2025-11-17,Valle del Cauca,Cali,43,F,3,Técnico/Tecnólogo,Empleado,1870000.0,Campaña digital,527.0,False,0,Android,hash_237011,126,3,0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,2034.0,184.9090909090909,0.30308558168422656,0,1870000.0,normal
CR001395,CL01283,2025-09-29,Crédito consumo digital,1300000,6,0.0235,235000,App,766,0.1257,Automática,Finalizado,0,2025-11-17,Valle del Cauca,Cali,43,F,3,Técnico/Tecnólogo,Empleado,1870000.0,Campaña digital,527.0,False,0,Android,hash_237011,-49,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6012143725134727,1,1870000.0,normal
CR001396,CL01284,2025-08-01,Crédito consumo digital,4150000,24,0.0237,229000,App,900,0.0631,Automática,Activo,0,2023-03-17,Bogotá D.C.,Bogotá,46,F,1,Universitario,Empleado,3630000.0,Aliado comercial,702.0,False,1,Android,hash_765916,868,8,4,1.0,5.0,2.0,1.0,0.0,1.0,0.0,4.0,1977.0,141.21428571428572,0.13573699635280057,0,3630000.0,normal
CR001397,CL01284,2025-01-18,Crédito libre inversión,7150000,12,0.0257,700000,Call center,890,0.1928,Automática,Finalizado,0,2023-03-17,Bogotá D.C.,Bogotá,46,F,1,Universitario,Empleado,3630000.0,Aliado comercial,702.0,False,1,Android,hash_765916,673,1,5,1.0,5.0,2.0,1.0,0.0,0.0,0.0,3.0,1842.0,153.5,0.12231468463695183,0,3630000.0,normal
CR001398,CL01285,2025-11-28,Crédito libre inversión,4150000,6,0.033,774000,Aliado,895,0.2037,Automática,Activo,0,2025-04-13,Bogotá D.C.,Bogotá,28,M,3,Bachiller,Comerciante,3800000.0,Referido,656.0,False,0,Android,hash_168858,229,11,4,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,1486.0,185.75,0.36556269824573734,0,3800000.0,normal
CR001399,CL01285,2025-09-22,Avance de nómina,1500000,3,0.0199,520000,App,900,0.1368,Automática,Finalizado,0,2025-04-13,Bogotá D.C.,Bogotá,28,M,3,Bachiller,Comerciante,3800000.0,Referido,656.0,False,0,Android,hash_168858,162,9,0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,904.0,180.8,0.2152022145641625,0,3800000.0,normal
CR001400,CL01286,2026-01-08,Crédito libre inversión,1450000,12,0.0265,143000,App,857,0.0556,Automática,Activo,0,2025-03-09,Bogotá D.C.,Bogotá,23,F,2,Bachiller,Empleado,2570000.0,Call center,505.0,True,2,Android,hash_533995,305,1,3,0.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,1515.0,168.33333333333334,0.3932029723493851,0,2570000.0,normal
